Entidade,Mês,Ano,Edicao,Texto
FIEC,Dezembro,2017,122,"A Revista da FIEC deste mês nos traz uma retrospectiva do ano mostrando dentre outros aspectos a forte
aposta na parceria como instrumento de avanços. Nesse sentido, ressalte-se a aproximação da Federação das Indústrias com o governo do estado para a concretização da atração de investimentos para o
nosso estado. Já nos campos político e econômico, o Fórum Ideias em Debate foi responsável por trazer
grandes pensadores para debater com a indústria cearense temas como reforma tributária, conjuntura
nacional, entre outros assuntos. Sobre nossas casas, o SENAI destacou-se pela parceria com o governo de
Moçambique e a sua excelência comprovada por meio do treinamento de mão de obra para a CSP. Já o
SESI se firmou como referência em qualidade de vida. O Instituto Euvaldo Lodi (IEL), por sua vez, promoveu em 2017 uma reformulação de sua visão de mercado, passando a atuar com foco mais voltado à
formação de gestores em alto nível.
Outro fato importante em 2017 se deu com as exportações cearenses que atingiram US$ 2,2 bilhões, superando pela primeira vez a marca de US$ 2 bi. O Centro Internacional de Negócios da FIEC, nesse sentido,
foi fundamental nessa conquista, por ser um dos principais estimuladores da cultura exportadora no Ceará. Na linha de avanços alcançados em 2017, apontamos o surgimento de novas lideranças por intermédio
de nossos sindicatos filiados, revelando a força dessas instituições na perspectiva do associativismo. A FIEC
ainda consolidou sua atuação extramuros com o trabalho desenvolvido por nossos conselhos temáticos e
núcleos estratégicos, discutindo e sugerindo ações em temas como recursos hídricos, reforma trabalhista,
infraestrutura, responsabilidade social, meio ambiente, entre outros, os quais foram pautas constantes
nesses fóruns em 2017. O trabalho Rotas Estratégicas, no âmbito do Programa para Desenvolvimento da
Indústria, por exemplo, será aproveitado pelo Governo do Ceará na elaboração do projeto Ceará 2050.
O ano nos reservou outros momentos de grande envergadura, como a exposição “Carnaúba – Árvore
da vida”, no Museu da Indústria, copatrocinada pela SC Johnson e a homenagem, por ocasião do Dia da
Indústria, a personalidades que dignificam a história da indústria cearense, como o empresário Carlos
Prado; o engenheiro civil e construtor Carlos Gama; o presidente do Grupo Telles, Everardo Telles; e o
governador Camilo Santana.
Estamos convictos do quanto a FIEC fez em 2017, mas conscientes de que em 2018 precisamos fazer muito
mais para manter o padrão que nos caracteriza como instituição de vanguarda na sociedade cearense.
Ao mesmo tempo, reforçamos o compromisso com o país e a crença de que somos um povo talhado para
enfrentar com galhardia e vencer qualquer adversidade que surja à nossa frente."
FIEC,Novembro,2017,121,"A exposição “Carnaúba – Árvore da Vida: o legado dos oitenta anos da expedição da
Carnaúba”, em cartaz no Museu da Indústria, é um dos destaques desta edição da
Revista FIEC. Inaugurada no dia 16 de novembro de 2017, a exposição surge com a
proposta de disseminar informações sobre a história da planta.
Na região do Cariri, onde a FIEC também tem forte atuação, foram entregues os
resultados do 1º Fórum das Indústrias do Cariri, que tem como foco os sete setores
mais fortes e promissores da região. Para o presidente Beto Studart, esse “é exemplo
nítido do importante papel que os empresários e acadêmicos podem desempenhar
quando se unem para contribuir com o desenvolvimento do nosso Ceará”.
Também nesta edição, matéria sobre o programa Rota Global, da Confederação
Nacional das Indústrias (CNI), que impulsionará a competitividade e a atuação no
mercado internacional de 28 micro, pequenas e médias indústrias cearenses, de
modo a promover melhorias concretas na operação internacional dessas empresas.
Será possível conferir, ainda, detalhes do evento “Incentivos fiscais – Estado e empresas
investindo no desenvolvimento social e cultural do Ceará”, que discutiu a aplicação
de valores do Fundo de Desenvolvimento Industrial (FDI) em projetos do estado.
Durante o evento, o governador Camilo Santana destacou que “as pessoas precisam ser
estimuladas a contribuir com a responsabilidade social, que é de todos nós”."
FIEC,Outubro,2017,120,"A edição deste mês da Revista da FIEC mostra que o Ceará entrou definitivo
em uma rota promissora. A chegada de novos investimentos na área de portos,
aeroportos e na tecnologia de telecomunicações abre imensas perspectivas para o
nosso estado e nos credencia a sermos hoje um espaço diferenciado em termos de
atração de investimentos no país.
Na mesma linha de boas novas, matéria sobre as exportações cearenses indicam
que a entrada em operação da CSP já registram um salto extremamente positivo em
nossa balança comercial. Para se ter ideia, o montante exportado pelo Ceará até
setembro representa alta de 77,2% em comparação com o mesmo período de 2016 e
os produtos siderúrgicos registraram crescimento de cerca de 1.600%, respondendo
atualmente por 50% das vendas do Ceará para o mundo.
Ainda nesta edição, mostramos que a FIEC entregou à sociedade os resultados
finais das Rotas Estratégicas Setoriais – projeto importante do Programa para
Desenvolvimento da Indústria. Na solenidade de apresentação desse documento, em
discurso, o governador Camilo Santana enalteceu o trabalho desenvolvido nas Rotas
Estratégicas e destacou que o documento servirá como base para a elaboração do
projeto estadual Ceará 2050."
FIEC,Agosto,2017,119,"O Brasil terá de qualificar 13 milhões de trabalhadores em ocupações industriais
nos níveis superior, técnico e de qualificação entre 2017 e 2020. As áreas que mais
vão demandar formação profissional serão construção (3,8 milhões), meio ambiente
e produção (2,4 milhões), metalmecânica (1,7 milhão) e alimentos (1,2 milhão).
Os dados fazem parte do Mapa do Trabalho Industrial 2017-2020, elaborado pelo
Serviço Nacional de Aprendizagem Industrial (SENAI) para subsidiar o planejamento
da oferta de formação profissional da instituição. A pesquisa inédita também pode
apoiar os jovens brasileiros na escolha da profissão e, com isso, aumentar suas
chances de ingresso no mercado de trabalho. Esse é o nosso principal destaque desta
edição, na perspectiva de oferecer ao leitor a oportunidade de entender um pouco
a real dimensão do cenário de emprego na indústria brasileira nos próximos anos.
A Revista da FIEC traz ainda uma matéria sobre a Escola de Educação Básica
e Educação Profissional (Ebep) do SESI e SENAI Ceará, que completará dois anos
de funcionamento. Desde o dia em que a placa oficial da instituição foi descerrada,
muito aconteceu. Centenas de alunos passaram a utilizar tecnologia em sala de aula,
desenvolveram projetos inovadores, foram notícia na mídia local e transformaram
completamente a forma de ensinar e aprender. Agora, a Escola EBEP passa por um
novo momento, com o lançamento do edital para novos alunos que abre 80% das
vagas à comunidade. Os outros 20% permanecem destinados a dependentes de
trabalhadores da indústria, ainda na gratuidade.
A publicação mostra também a parceria FIEC e Sebrae para o desenvolvimento do
Programa de Geração de Negócios com a Indústria, que visa aproximar compradores
e fornecedores e alargar a rede de contatos das empresas participantes com
potenciais parceiros e clientes."
FIEC,Julho,2017,118,"A edição deste mês da Revista da FIEC traz reportagem mostrando os bons
ventos que começam a soprar na relação entre o setor público e o privado no
que diz respeito às perspectivas de se pensar em ambientes de inovação. Nesse
sentido, a FIEC tem procurado ser protagonista neste processo, seja debatendo,
incentivando e/ou estimulando que as coisas aconteçam. Isso faz com que vejamos
com otimismo o anúncio pela Finep da existência de R$ 1 bi em recursos para
inovação no Nordeste. Também nesta edição, a expectativa de uma retomada da
indústria da moda no estado, a partir do surgimento de eventos com esse foco.
No âmbito das casas que compõem o Sistema FIEC, destaque para o SENAI que
vem sendo reconhecido em vários aspectos, como por exemplo ser atestado com o
recebimento de diversos prêmios nacionais. Já o SESI promoveu o Parangaba Labs,
um encontro de imersão no qual os atores que fazem a instituição debateram
profundamente os caminhos que devem ser seguidos nos próximos anos o qual
reuniu empresários dos principais municípios da região do Cariri."
FIEC,Junho,2017,117,"A edição deste mês da Revista da FIEC celebra a Festa da Indústria na qual
homenageamos figuras exponenciais do nosso estado. O evento, que incluiu o
governador Camilo Santana como um dos agraciados pela Confederação Nacional
da Indústria (CNI), serviu também para reafirmar o compromisso da nossa Federação
com os princípios que norteiam a livre iniciativa, bem como com as reformas que
tramitam no Congresso Nacional. Reformas que têm na CNI uma das principais
defensoras, como atestou o presidente Robson Andrade, em visita à FIEC.
Nesta edição também, o leitor acompanha a cobertura da solenidade de
reinauguração do nosso principal auditório, o Waldyr Diogo de Siqueira. O evento,
em grande estilo, sediou mais um Fórum Ideias em Debate, que recebeu como
palestrante a jornalista e comentarista da Globo News, Cristiana Lôbo. A Revista
deste mês, ainda, mostra como foi a realização do I Fórum das Indústrias em Juazeiro
do Norte, o qual reuniu empresários dos principais municípios da região do Cariri.
"
FIEC,Maio,2017,116,"O mês de maio é especial para o setor industrial em virtude da comemoração de
nossa data máxima, que é o Dia da Indústria. No Ceará, este evento já se tornou
tradicional, reunindo os mais representativos nomes de nossa sociedade. Neste data
ainda reverenciamos símbolos importantes, que com suas trajetórias nos inspiram a
cada dia a pensar e construir um mundo melhor. Este ano iremos homenagear com a
Medalha do Mérito Industrial, os empresários Carlos Gama, Carlos Prado e Everardo
Telles, sendo que o governador Camilo Santana será agraciado com a Ordem do
Mérito Industrial, a ser concedida pela Confederação Nacional da Indústria (CNI).
A edição deste mês da Revista da FIEC é também especial, destacando o perfil dos
nossos homenageados a partir de suas trajetórias e os seus legados como líderes
em suas respectivas áreas de atuação. Mas a edição do mês de maio se volta ainda
para um debate fundamental sobre os destinos do país, ao pautar a discussão em
torno das reformas que estão em tramitação no Congresso Nacional. O Brasil vive
um momento em que essas reformas não podem mais ser adiadas. Nesse sentido,
procuramos oferecer aos leitores uma exposição fiel sobre as temáticas trabalhista,
previdenciária, tributária e política.
A FIEC espera com isso alimentar o debate e oferecer subsídio para que se possa
discutir as reformas sem o radicalismo ideológico que tanto tem prejudicado às
discussões de mérito em relação a essas questões."
FIEC,Abril,2017,115,"A vinda da Fraport para conduzir as operações do Aeroporto Internacional
Pinto Martins e a parceria entre os portos do Pecém e Roterdã abrem uma nova
perspectiva para a economia cearense. Essas duas iniciativas mostraram a vitalidade
do Ceará em relação à atração de novos investidores e a tendência é que novas ações
sejam concretizadas. A Revista da FIEC traz como matéria principal um balanço
dessas últimas iniciativas a partir de viagem de uma comitiva cearense à Holanda,
da qual participou uma representação da Federação das Indústrias.
Também na Revista da FIEC deste mês uma abordagem realista da questão hídrica
em nosso estado. Apesar das chuvas que banharam o Ceará e trouxeram o verde
de volta às paisagens alencarinas, o quadro de reposição dos açudes ainda causa
preocupação e exige uma atenção redobrada para que não percamos de vista o
cenário de dificuldades que ainda estamos enfrentando.
O leitor terá também a oportunidade de conhecer experiências associativas que estão
sendo desenvolvidas pelos sindicatos filiados à FIEC que trazem uma visão sobre o
que a atuação coletiva pode gerar em termos de benefícios. É o caso das centrais
de compras, que estão ganhando força a partir do apoio da FIEC e do Sebrae."
FIEC,Março,2017,114,"A Revista da FIEC deste mês celebra em suas páginas o início do processo de instalação do Polo Químico de Guaiúba, condomínio de indústrias químicas pioneiro no país, com compartilhamento de serviços comuns como portaria e restaurantes. O empreendimento mostra a ousadia e a garra do empresário cearense e reflete o nosso espírito de vencedor. O polo vai contar com 27 empresas, gerando 1.967 empregos diretos, com investimento do Governo do Ceará superior a R$ 10 milhões, por meio da Agência de Desenvolvimento do Ceará (Adece) e das secretarias do Desenvolvimento Econômico (SDE) e da Infraestrutura (Seinfra). Outra prova da força empreendedora do empresariado local é refletida na matéria que trata do lançamento do ciclo 2016-2020 do Programa de Apoio à Competitividade das Micro e Pequenas Indústrias (Procompi), ocorrido na FIEC. Cinco projetos foram lançados para início no primeiro semestre de 2017 para os setores metalmecânico, reciclagem, alimentos (polpa de frutas e alimentos naturais), químico (cosméticos e saneantes) e calçados. Serão atendidas, no mínimo, 125 micro e pequenas indústrias, com recursos de R$ 1,5 milhão. Atenta às obrigações ambientais exigidas pela legislação, a FIEC lançou o material informativo Obrigações Ambientais. Nesta edição, a Revista da FIEC publica algumas dessas principais obrigações como forma de orientar as empresas a cumprirem o que determina a lei nas três esferas públicas. "
FIEC,Janeiro,2017,113,"A Revista da FIEC inicia o ano com uma entrevista com o secretário de Planejamento do governo do Ceará, Francisco Queiroz Maia Júnior. Com a missão de levar adiante propostas ousadas na área da gestão governamental, o tucano Maia Júnior assume a função em um governo petista, na certeza de que mais importante do que os compromissos ideológicos são os resultados alcançados na administração pública. Nesse sentido, ele afirma que sua busca será pela eficiência e foco nos resultados. Maia sabe que não será uma tarefa fácil, mas diz que o governador Camilo Santana sabe de sua disposição para essa missão e suas ideias em relação à administração pública. Nesta edição ainda o leitor terá a oportunidade de conhecer o que indústrias cearenses estão fazendo no campo da educação, ao desenvolverem projetos voltados a seus trabalhadores e às comunidades do entorno nos quais estão instaladas. Esses projetos foram premiados no Prêmio SESI SENAI de Educação e reforçam a crença de que, para além do lucro, cabe às empresas também um papel social fundamental na melhoria das condições de vida na sociedade. O leitor poderá também conhecer as ideias do economista Ricardo Amorim, que participou da primeira edição do Fórum Ideias em Debate da FIEC em 2017. Na conversa com a Revista da FIEC, Amorim faz uma análise da conjuntura econômica e projeta que o país terá em breve um crescimento econômico acima das expectativas do mercado. "
ACP,,NA,NA,"Em cumprimento ao seu papel institucional, como entidade independente e representativa de milhares de empresas em todo o Estado, a Associação Comercial do Paraná teve um ano de 2018 de grandes realizações, ao mesmo tempo em que antevê um 2019 auspicioso. Além de ampliar sua atuação no sentido de apoiar o associado a desenvolver e fomentar negócios, nossa entidade tem se posicionado de forma clara diante das questões mais relevantes de interesse da sociedade. Assim foi, por exemplo, ao recebermos representantes da Transparência Internacional e o procurador chefe da Operação Lava Jato, Deltan Dalagnol, para o lançamento no Paraná da campanha “70 medidas contra a corrupção” promovida por organizações e movimentos da sociedade civil organizada. Outro momento de grande repercussão foi a recepção ao presidente Temer, que veio ao Paraná para receber o título “Cidadania ACP” pelo esforços empreendidos pelo seu governo para o avanço das reformas constitucionais, com destaque para a reforma trabalhista, tão aguardada pelo setor produtivo do país e primeira grande iniciativa governamental para melhorar o ambiente de negócios no país. Como já é tradição na casa, promovemos debates com candidatos e a eles entregamos documentos elencando nossas proposições para a reforma do estado e, ainda no âmbito das eleições, desenvolvemos a campanha pelo voto consciente, com a mensagem de que a cidadania só se sustenta com a participação de todos e o ato de votar deve ser estimulado para que a democracia se fortaleça. Iniciamos 2019 confiantes no sucesso das medidas prometidas pelos novos governantes, mantendo o compromisso de que a ACP continuará vigilante e atuando de maneira construtiva para um Brasil mais forte, unido e justo."
ACP,,NA,NA,"Cumprindo com o nosso dever cívico e respeitando a história de 128 anos desta casa, a Associação Comercial do Paraná fez seu papel durante o mais importante ano eleitoral da nossa história democrática. Recebemos, ao longo de 2018, candidatos à presidência, governo do Estado e senado federal, fomentamos o debate e propusemos soluções para os problemas que enfrentamos. Entregamos a todos os candidatos que aqui vieram três documentos: um sobre a necessidade de racionalização dos impostos, com sugestões de mecanismos voltados à aferição de sua eficácia e retorno para a sociedade, além de outro que marca nossa posição em relação à consciência da gestão pública, com uma série de diretrizes e sugestões que passam por reforma do estado, modelos de administração pública, políticas nas áreas de educação e segurança. Por fim, também entregamos como instituição signatária o compromisso para com as 70 Medidas Contra Corrupção. Entregamos estes documentos, elaborados após discussões em nossos conselhos, pois consideramos impossível ficarmos inertes perante o círculo vicioso que assombra a política brasileira atualmente, que impede qualquer aplicação prática de um projeto de longo prazo por parte do governante, ficando ele e seu grupo à mercê de contextos, conjunturas internas e externas, além de crises ocasionais. Fizemos isso, pois acreditamos que o Paraná mereça um sólido compromisso em longo prazo. Acreditamos que o ato de governar, mais do que fazer para o agora, também traz a missão de se deixar um legado para a sociedade. Somos uma nação desacostumada a pensar em longo prazo e, infelizmente, assim tem sido também com o Paraná. O Paraná é um dos esteios da pujança brasileira. Somos o maior produtor de alimentos por metro quadrado do mundo, um dos que mais contribuem com tributos federais, entre outros fatos que, por si só, já posicionariam o estado com respeito no centro do poder. Entretanto, não saímos dos últimos lugares na fila para receber investimentos e atenção da União. Esse seria um primeiro e fundamental compromisso dos representantes federais e estaduais eleitos neste novo ciclo eleitoral que se inicia: independente de quem esteja no Senado, na Câmara Federal, no governo estadual e na presidência da república, independentemente das suas coligações, afinidades e interesses ideológicos, todos têm a missão de elevar e unir o estado, contra o momento de timidez política que temos na nossa representação em Brasília. O fato de não recebermos incentivos ou verbas federais, além de 128 anos de uma história idônea, permitem à ACP se posicionar de forma firme com relação aos problemas, sempre com a intenção de participar dos movimentos que ditarão os rumos da economia e da sociedade paranaense e brasileira, de forma zelosa aos interesses do Estado, e prestativa no que for necessário para fortalecer o nosso país. "
ACP,,NA,NA,"Ainda estão vivas na mente dos brasileiros as evidências da greve dos caminhoneiros que praticamente paralisou o país, até que o governo conseguiu viabilizar medidas que atenderam as reivindicações da respectiva categoria profissional. Foram dez dias de intensa expectativa e prejuízos incalculáveis, porquanto a paralisação do transporte rodoviário de alimentos, remédios e outros insumos básicos, além das restrições iniciais ao direito de ir e vir de pessoas e ambulâncias, para dizer o mínimo, pintaram um quadro que só não foi mais grave porque se concedeu espaço ao bom senso das partes envolvidas. Como é de conhecimento geral, o Brasil convive com gravíssimo defeito na infraestrutura de transportes, tendo em vista a absoluta predominância das rodovias em detrimento da exígua e sucateada malha ferroviária que corrigida, dimensionada e ampliada poderá prestar serviços mais eficientes e econômicos num país de dimensões continentais como o nosso. O quadro atual decorreu, em grande escala, das medidas antieconômicas assumidas por sucessivos gestores públicos desde os anos 50 do século passado, quando a administração da malha ferroviária foi gradativamente transferida à iniciativa privada, que por sua vez privilegiou o atendimento das regiões capazes de garantir retorno econômico imediato. Diante dessa problemática e do legítimo interesse nacional, a Associação Comercial do Paraná, lançou uma campanha – Mais ferrovias para o Brasil não parar – visando advertir autoridades constituídas, empresários, investidores e a sociedade, no sentido de chamar a atenção para a necessidade de projetos de ampliação das ferrovias com base em investimentos públicos, parcerias com a iniciativa privada e concessões. Nossa motivação é, acima de tudo, a convicção de que o Brasil não pode parar "
ACP,,NA,NA,"Apesar da grande expectativa de parte da sociedade e da forte pressão contrária de outras parcelas sociais também relevantes, a votação da proposta governamental de Reforma da Previdência acabou suspensa em função de necessidades institucionais mais urgentes no plano governamental. O governo tem agora a alternativa de dar toda a força necessária para a aprovação da PEC da Reforma Tributária, que segundo posiciona o relator da matéria, o deputado paranaense Luiz Carlos Hauly, está pronta para entrar na fase das discussões no plenário do Congresso, conforme matéria especial nesta edição da Revista do Comércio. Defensora das reformas destinadas a restabelecer o equilíbrio econômico e social brasileiro, perdido há muito tempo, a Associação Comercial do Paraná (ACP), historicamente, colocou-se na vanguarda das lutas contra o que sempre considerou um pesado revés que o governo cobra da população e empresários em particular. A ACP continua a afirmar que a Reforma Tributária é uma das preocupações mais urgentes da classe empresarial e dos trabalhadores, vale dizer também, de milhares de associados de nossa Casa. Assim sendo, dando prioridade em sua agenda reformista, o governo não apenas reafirma a posição em favor das reformas essenciais, como também transmite à sociedade a certeza de que esse caminho não tem volta. A ACP entende que a Reforma Tributária é indispensável e, mais que uma medida político-administrativa, será uma vitória do povo brasileiro "
ACP,,NA,NA,"Chegamos ao final do primeiro ano do triênio 2017-2019, durante o qual os integrantes da chapa Barão do Serro Azul cumprem a nobre tarefa de administrar as diversas ações da Associação Comercial do Paraná (ACP), em beneficio de seus mais de 30 mil associados, cuja maioria absoluta é formada por micro, pequenos e médios empresários do comércio e serviços. Deve-se levar em conta que a administração atual, ainda com grande intensidade, sofreu os efeitos da crise econômica derivada da crise política sem precedentes que se instalou no país. Em momento algum ao longo desse ano, assim como ocorrera no mandato anterior, a direção da ACP se omitiu em cumprir à risca a missão institucional de não apenas exercer a representatividade associativa do comércio varejista e do setor de serviços, mas de lutar, ao lado das entidades mais expressivas do setor produtivo em defesa dos interesses legítimos dos empreendedores e da própria sociedade. Dentre as principais bandeiras da ACP, a aprovação da Reforma Tributária para o estabelecimento do esperado equilíbrio fiscal, ainda não foi realizada pelo Congresso Nacional, embora os empregadores e empregados já possam contar com a Reforma Trabalhista em vigor desde o início de novembro, e pela qual nossa entidade lutou bravamente. Resta também o final encaminhamento da proposta de Reforma da Previdência, um tema polêmico por excelência e que desperta amplo debate entre defensores e opositores. Como observadora dos fatos que interessam de perto tanto patrões quanto empregados, a ACP prosseguirá atenta ao desenrolar dessa questão e outras como a Reforma Política, por exemplo, sempre integrada ao esforço de aperfeiçoar a legislação, tornando-a mais eficaz na resolução dos problemas crônicos que afligem a população. Enfim, uma entidade que se orgulha de um legado histórico de 127 anos, não poderia ficar à margem de um debate que exige coragem, visão pragmática e compromisso com a livre iniciativa. "
ACP,,NA,NA,"A Associação Comercial do Paraná, fiel ao legado histórico de propiciar ao corpo de associados e demais interessados, oportunidades adequadas para o debate das principais questões nacionais, recentemente promoveu a vinda do governador do Estado de São Paulo, Geraldo Alckmin, um dos políticos de reconhecido destaque no cenário atual. A fala do governador (ver matéria), que não se preocupou com assuntos internos da política partidária, mas gravitou essencialmente em torno de conceitos e comportamentos que dizem respeito aos grandes temas do momento, como as reformas, fortalecimento das instituições republicanas e dos próprios partidos, servirá como um parâmetro seguro para que o cidadão assuma sua escolha em relação ao futuro do Brasil. Leia também nessa edição sobre o lançamento e a repercussão da campanha Outubro Rosa 2017, destinada a prevenir o câncer de mama entre mulheres acima de 50 anos. Um dado que chama a atenção é que Curitiba é a terceira cidade brasileira em número de mulheres portadoras da enfermidade, que segundo o avanço da medicina tem ampla possibilidade de cura, a partir do diagnóstico precoce resultante da mamografia. Temos ainda, além de outras informações de utilidade, a cobertura da visita do governador Beto Richa em que o chefe do Executivo estadual prestou contas de sua administração, e pela primeira vez respondeu a questionamentos formulados pelos presentes. Vale citar também a revitalização do monumento da Praça 19 de Dezembro, sugestão feita pela ACP prontamente aceita pelos parceiros Fundação Cultural de Curitiba e as empresas Performance Econano e Vonder (OVD), com a mão de obra cedida pela seção estadual da Associação dos Condomínios Assistidos do Brasil. "
ACP,,NA,NA,"Na esteira da crise econômica originada pela instabilidade política, o empresariado brasileiro e paranaense, em particular, continua a empreender um esforço especial para evitar que o país chegue a uma situação de caos irreversível. Os setores dedicados à produção de bens, emprego e renda – indústria, comércio, serviços e agronegócio – principais pilares de sustentação da economia brasileira, apesar das enormes dificuldades que enfrentam prosseguem suas atividades no ritmo que lhes é possível, desafiando muitas vezes a argumentação dos derrotistas. É sabido que o Brasil tem atualmente mais de 14,5 milhões de desempregados e essa é a revelação mais emblemática das dificuldades enfrentadas pelo setor produtivo, que não tem melhor alternativa senão desempregar chefes de família, mulheres que contribuem com o fruto de seu trabalho para a melhoria da renda familiar e, sobretudo, os trabalhadores jovens que acabaram de iniciar sua carreira laboral. Não menos lamentável é o fato de que os milhares de jovens que encerram seus cursos nas universidades, escolas profissionalizantes ou seus cursos do ensino médio e se dirigem ao mercado em busca de uma oportunidade de trabalho, são simplesmente ignorados em suas pretensões. O montante da arrecadação de impostos e contribuições recolhidos pelos empresários e trabalhadores à União, estados e municípios, que em junho havia chegado a R$ 1 trilhão, e continua a crescer, é a prova de que a produção e o consumo continuam, embora em marcha lenta, contribuindo com sua parte na sustentação financeira do aparelho de Estado, que infelizmente não retribui com a excelência dos serviços públicos ao que arrecada da sociedade. A ACP e seu corpo de associados - micro, pequenos, médios e grandes empresários – seguem firmes na luta pela aprovação das reformas trabalhista e previdenciária, sem esquecer as reformas política e tributária, sem as quais o Brasil não poderá livrar-se das amarras da estagnação política, econômica e social. "
ACP,,NA,NA,"Teremos diante de nós um importante desafio a ser enfrentado até o final de 2019, que é o período de extensão do mandato da atual diretoria e conselhos da Associação Comercial do Paraná. A responsabilidade a ser cobrada dos 91 integrantes dos inúmeros setores diretivos da entidade fundada por Ildefonso Pereira Correia, o Barão do Serro Azul, em 1890, é zelar pelo patrimônio histórico, ético e moral construído ao longo de 127 anos. Este ideal está profundamente arraigado no valor humano e cooperativo deste grupo de homens e mulheres que estará à frente de uma das mais antigas entidades paranaenses, atualmente abrigando mais de 30 mil associados. Trinta presidentes passaram pela Casa, e na condição de 31º a exercer a nobre função, ao lado dos demais companheiros de diretoria, devemos assegurar aos antecessores a certeza de que o legado por eles deixado -- cada um com seu estilo pessoal -- será honrado com a máxima dedicação e fidelidade. Com base na constante modernização e inovação tecnológica, o associado sempre terá na ACP uma fonte de ajuda eficiente para o seguro desenvolvimento de todos os segmentos da atividade empresarial. O Brasil atravessa um momento político ímpar e nossos milhares de associados, como os demais setores da sociedade, afligidos por uma crise econômica gerada pela crise política sem precedentes na história da República, esperam soluções imediatas, enérgicas e duradouras das autoridades constituídas. As bandeiras pelas quais a ACP sempre lutou continuam desfraldadas, e a entidade continuará a reivindicar de forma patriótica a aprovação pelo Congresso Nacional das reformas básicas para a retomada do desenvolvimento seguro e sustentável. O Brasil não aceita continuar sendo conhecido como “o país dos puxadinhos jurídicos”, condição inaceitável por um Estado moderno, justo e democrático "
ACP,,NA,NA,"Depois de vários anos, passando por alguns presidentes, aportando minha colaboração como vice e integrante de conselhos, sempre fiz questão de manter-me fiel aos princípios que nortearam a trajetória da ACP, tanto por acreditar nas vantagens do associativismo, quanto pelo convencimento de que os avanços em termos de quantidade e qualidade somente serão obtidos pela união geral de esforços. Tendo exercido a presidência entre 2014 e 2016, com máxima dedicação pessoal à relevância do cargo, a meu juízo, o ápice da carreira de alguém que se entrega à vida empresarial, sinto-me plenamente realizado e motivado a agradecer efusivamente a todos quantos deram sua parcela de cooperação para que a ACP chegasse ao atual estágio de excelência na prestação de serviços aos associados e, acima de tudo, para realçar a missão institucional de uma Casa nascida sob o signo da dignidade, honradez e valorização da livre iniciativa. Agradeço, portanto, com o profundo sentimento do dever cumprido, aos ex-presidentes e vice-presidentes, coordenadores, conselheiros, associados e colaboradores, pelas inúmeras e repetidas demonstrações de amizade, solidariedade e espírito participativo. Não estaria aqui a festejar o avanço nessa caminhada, não fosse a coesão desse extraordinário grupo de homens e mulheres movidos pelo ideal de servir. Meu mandato chega ao fim, mas a Casa fundada pelo Barão do Serro Azul haverá de prosseguir em sua profícua jornada ao lado de empresários e empreendedores conscientes de sua responsabilidade humana e social, que se realiza na geração de riquezas, emprego e renda. O Paraná e o Brasil, a quem a ACP sempre serviu com grandeza e a permanente visão da lealdade, ainda têm muito a receber. Desse caminho a ACP jamais se afastará. "
FIEP,,NA,NA,"O Brasil entra em 2019 sob o signo da mudança. Depois da pior crise econômica de nossa história recente, os brasileiros demonstraram claramente nas urnas o desejo de alterar significativamente a maneira como o País vinha sendo conduzido. Com o início de novos governos em âmbito federal e estadual, abre-se uma janela de oportunidades extraordinária para a realização das mudanças pelas quais a sociedade e o setor produtivo tanto clamam. De uma vez por todas, precisamos ter seriedade na discussão e aprovação de reformas que mostrem ao mundo que estamos dispostos a corrigir erros do passado, modernizar nossa estrutura administrativa, melhorar nosso ambiente de negócios e caminhar, de fato, rumo a um desenvolvimento sustentado e em longo prazo. O que esperar dessas novas gestões, principalmente do ponto de vista econômico, é justamente o tema da matéria de capa desta edição da Indústria em Revista. Economistas e especialistas analisam quais medidas precisam ser adotadas no início dos governos e quais são os desafios para implantá-las. Destaque principalmente para a Reforma da Previdência, essencial para equilibrar as contas públicas e reforçar a confiança de investidores brasileiros e estrangeiros. Como sempre, mostramos também nesta edição iniciativas que a indústria paranaense vem colocando em prática para, independente do cenário político, aumentar cada vez mais sua competitividade. Entre elas, as mudanças que vêm ocorrendo no setor de alimentos – o mais relevante da indústria paranaense – para se adaptar aos novos hábitos alimentares dos consumidores. Trazemos, também, exemplos de indústrias que implantam programas de incentivo para que seus colaboradores apresentem ideias de melhorias nos processos produtivos, resultando em benefícios tanto para as empresas quanto para o trabalhador. Mostramos, ainda, a importância de as instituições de ensino estimularem atitudes empreendedoras em seus alunos, e como o Sistema Fiep vem tratando essa questão em suas ações educacionais. Com todo esse panorama, não restam dúvidas de que entramos em um novo ciclo. Aproveitar o momento, resgatando, acima de tudo, valores como ética e respeito, certamente fará com que o Paraná e o Brasil encontrem um caminho próspero rumo ao futuro. "
